TIMESTAMP,2021-01-02 00:00:00,2021-01-02 00:10:00,2021-01-02 00:20:00,2021-01-02 00:30:00,2021-01-02 00:40:00,2021-01-02 00:50:00,2021-01-02 01:00:00,2021-01-02 01:10:00,2021-01-02 01:20:00,2021-01-02 01:30:00,2021-01-02 01:40:00,2021-01-02 01:50:00,2021-01-02 02:00:00,2021-01-02 02:10:00,2021-01-02 02:20:00,2021-01-02 02:30:00,2021-01-02 02:40:00,2021-01-02 02:50:00,2021-01-02 03:00:00,2021-01-02 03:10:00,2021-01-02 03:20:00,2021-01-02 03:30:00,2021-01-02 03:40:00,2021-01-02 03:50:00,2021-01-02 04:00:00,2021-01-02 04:10:00,2021-01-02 04:20:00,2021-01-02 04:30:00,2021-01-02 04:40:00,2021-01-02 04:50:00,2021-01-02 05:00:00,2021-01-02 05:10:00,2021-01-02 05:20:00,2021-01-02 05:30:00,2021-01-02 05:40:00,2021-01-02 05:50:00,2021-01-02 06:00:00,2021-01-02 06:10:00,2021-01-02 06:20:00,2021-01-02 06:30:00,2021-01-02 06:40:00,2021-01-02 06:50:00,2021-01-02 07:00:00,2021-01-02 07:10:00,2021-01-02 07:20:00,2021-01-02 07:30:00,2021-01-02 07:40:00,2021-01-02 07:50:00,2021-01-02 08:00:00,2021-01-02 08:10:00,2021-01-02 08:20:00,2021-01-02 08:30:00,2021-01-02 08:40:00,2021-01-02 08:50:00,2021-01-02 09:00:00,2021-01-02 09:10:00,2021-01-02 09:20:00,2021-01-02 09:30:00,2021-01-02 09:40:00,2021-01-02 09:50:00,2021-01-02 10:00:00,2021-01-02 10:10:00,2021-01-02 10:20:00,2021-01-02 10:30:00,2021-01-02 10:40:00,2021-01-02 10:50:00,2021-01-02 11:00:00,2021-01-02 11:10:00,2021-01-02 11:20:00,2021-01-02 11:30:00,2021-01-02 11:40:00,2021-01-02 11:50:00,2021-01-02 12:00:00,2021-01-02 12:10:00,2021-01-02 12:20:00,2021-01-02 12:30:00,2021-01-02 12:40:00,2021-01-02 12:50:00,2021-01-02 13:00:00,2021-01-02 13:10:00,2021-01-02 13:20:00,2021-01-02 13:30:00,2021-01-02 13:40:00,2021-01-02 13:50:00,2021-01-02 14:00:00,2021-01-02 14:10:00,2021-01-02 14:20:00,2021-01-02 14:30:00,2021-01-02 14:40:00,2021-01-02 14:50:00,2021-01-02 15:00:00,2021-01-02 15:10:00,2021-01-02 15:20:00,2021-01-02 15:30:00,2021-01-02 15:40:00,2021-01-02 15:50:00,2021-01-02 16:00:00,2021-01-02 16:10:00,2021-01-02 16:20:00,2021-01-02 16:30:00,2021-01-02 16:40:00,2021-01-02 16:50:00,2021-01-02 17:00:00,2021-01-02 17:10:00,2021-01-02 17:20:00,2021-01-02 17:30:00,2021-01-02 17:40:00,2021-01-02 17:50:00,2021-01-02 18:00:00,2021-01-02 18:10:00,2021-01-02 18:20:00,2021-01-02 18:30:00,2021-01-02 18:40:00,2021-01-02 18:50:00,2021-01-02 19:00:00,2021-01-02 19:10:00,2021-01-02 19:20:00,2021-01-02 19:30:00,2021-01-02 19:40:00,2021-01-02 19:50:00,2021-01-02 20:00:00,2021-01-02 20:10:00,2021-01-02 20:20:00,2021-01-02 20:30:00,2021-01-02 20:40:00,2021-01-02 20:50:00,2021-01-02 21:00:00,2021-01-02 21:10:00,2021-01-02 21:20:00,2021-01-02 21:30:00,2021-01-02 21:40:00,2021-01-02 21:50:00,2021-01-02 22:00:00,2021-01-02 22:10:00,2021-01-02 22:20:00,2021-01-02 22:30:00,2021-01-02 22:40:00,2021-01-02 22:50:00,2021-01-02 23:00:00,2021-01-02 23:10:00,2021-01-02 23:20:00,2021-01-02 23:30:00,2021-01-02 23:40:00,2021-01-02 23:50:00
wx,0.127069724,0.101791962,0.480650746,-0.498036149,-0.731095755,-0.398842348,-0.628708855,0.186710651,0.281898979,0.530267607,-0.460590909,-0.124939205,-0.232999207,0.622133918,0.387356924,0.638736389,0.562794084,-0.134778522,-0.43257223,0.22401827,0.497280176,-0.390793578,0.697274813,0.621757585,0.554638454,-0.05920657,-0.405101163,-0.518511043,-0.199735922,-0.527391946,-0.465371889,-0.229288373,0.428181654,0.481264622,-0.566593638,0.476000558,-0.550866046,-0.635325676,0.334939317,0.712207619,-0.054704908,0.662303365,0.447783917,0.519244438,-0.221176577,-0.50091772,-0.511091963,-0.135338414,-0.693564634,0.194341482,-0.504254314,0.608391452,-0.668374855,-0.675397908,0.388026039,-0.251636342,0.1068493,-0.53659271,0.442555732,-0.143687483,-0.106031474,-0.394715106,0.487912142,-0.277519645,-0.427316559,0.083686336,-0.089554178,0.099112951,-0.196801952,0.422267108,0.341970316,0.365193405,-0.252496356,-0.326299531,0.405728931,-0.417647584,-0.169858304,0.256234359,0.409704663,-0.379317113,0.166588256,0.499435574,0.035941258,0.366709067,0.557180019,-0.57751097,-0.111034811,-0.521558902,-0.552507974,-0.310515375,0.491683904,-0.660260017,0.647143514,-0.336417715,0.422859311,-0.593796089,-0.573134879,-0.539901294,0.35904729,-0.504098003,0.483698596,0.479934924,0.037637113,0.385823897,0.194356912,-0.121799705,-0.096590569,0.194803348,0.128182081,-0.416296731,-0.268738074,-0.369038401,0.244468601,0.078895806,0.361839737,-0.292030374,-0.314415874,0.162206044,0.270291716,-0.303900759,-0.171784836,-0.42207486,-0.366053646,0.292101347,0.137908078,0.369184356,0.041287141,0.610663375,0.457219211,-0.530555563,0.244605592,0.308619093,0.237282397,0.26673116,-0.212127104,-0.356766846,0.167927006,-0.05552925,-0.63990468,0.504841003,0.530783364,-0.467663163,-0.473249173,0.569071708
wy,-0.555202927,0.56137698,-0.412220653,-0.496920147,0.103989299,0.690932144,-0.453354194,0.675288607,0.543116575,0.273215131,0.203642408,-0.509375067,-0.58862852,-0.488503829,0.571333482,0.330631144,0.443658034,0.64146598,-0.526043526,0.586281923,-0.392993695,-0.551945143,0.039363233,0.412917407,0.517972048,-0.708963261,0.561179483,0.510023006,0.58416349,0.114890618,-0.40149174,0.528851611,0.459019103,0.295558522,0.203194747,0.442346435,0.345089175,0.328354473,0.624119884,0.278370461,0.730667271,0.446864515,0.661446126,0.553612027,0.688430046,0.593250504,-0.443121349,0.689318584,-0.496722998,-0.71012988,0.612216069,0.402099789,-0.316224631,0.187856134,0.588785831,-0.560367059,0.633341425,-0.052200747,0.231269449,0.495725732,-0.557501054,-0.382072232,0.289338044,-0.480726439,-0.244622673,0.455529924,-0.413436986,-0.517680935,0.427660984,0.103782348,-0.2475463,0.004693944,0.418880094,-0.332290113,-0.237843165,-0.025781623,0.45700719,-0.275473488,0.056085863,0.340121171,0.645772209,-0.351307219,0.608904726,-0.4138175,-0.269030359,0.331225537,-0.530073913,-0.279382857,-0.302940816,-0.587418456,0.466136555,-0.109563491,-0.239959621,-0.48118093,0.428987697,-0.213155206,-0.123081691,0.140282244,0.401184168,-0.010334819,0.037245189,0.036899617,0.390394364,-0.037595951,-0.117498584,-0.103740552,0.17210632,-0.106654802,0.398535635,-0.35109438,-0.375696102,0.193688437,-0.0518461,-0.333559348,0.062888536,-0.319824479,-0.303916121,0.448304624,-0.315613301,-0.214131871,-0.421061894,0.042845903,-0.119167538,-0.056660377,0.118461796,-0.17201481,0.632514165,0.070235027,-0.564753688,-0.512809119,-0.385583874,-0.054592452,-0.088535659,-0.036250321,-0.212053373,0.05957956,0.140341516,0.511868698,0.084886102,-0.657930583,0.534318921,0.5389947,0.401663833,0.025898371
T_DL_Avg,0.416805671,0.416597164,0.415763136,0.414512093,0.414512093,0.415763136,0.416597164,0.416388657,0.416388657,0.416805671,0.418056714,0.419933278,0.421601334,0.420767306,0.416388657,0.412010008,0.410133445,0.409299416,0.409299416,0.410133445,0.410967473,0.411384487,0.411801501,0.412010008,0.411592994,0.410341952,0.408882402,0.407214345,0.405963303,0.405129274,0.404295246,0.404503753,0.40471226,0.402627189,0.399291076,0.394912427,0.38969975,0.385321101,0.382610509,0.380942452,0.379899917,0.37969141,0.380942452,0.384904087,0.393452877,0.402210175,0.409090909,0.412427023,0.417431193,0.426396997,0.436196831,0.444745621,0.452877398,0.462677231,0.471643036,0.476438699,0.484570475,0.492076731,0.499374479,0.509799833,0.521893244,0.528773978,0.534195163,0.540658882,0.541701418,0.543160967,0.553377815,0.56734779,0.579649708,0.589658048,0.593619683,0.593411176,0.591534612,0.587989992,0.589658048,0.59883236,0.608006672,0.613844871,0.620100083,0.627189324,0.633027523,0.634904087,0.635321101,0.635738115,0.636155129,0.636572143,0.635946622,0.635321101,0.634278565,0.632402002,0.629899917,0.626563803,0.622810676,0.618432027,0.613844871,0.609049208,0.602376981,0.594662219,0.586113428,0.577147623,0.567556297,0.557756464,0.548373645,0.537739783,0.525854879,0.514595496,0.503753128,0.494578816,0.487281068,0.482902419,0.480191827,0.475813178,0.469766472,0.463302752,0.459132611,0.45704754,0.456213511,0.456005004,0.456630525,0.455796497,0.453294412,0.452251877,0.453085905,0.453919933,0.452460384,0.448915763,0.445996664,0.445371143,0.445788157,0.445162636,0.443911593,0.440783987,0.434945788,0.428899083,0.424728941,0.421601334,0.419516264,0.418473728,0.420767306,0.42410342,0.427022519,0.42764804,0.42618849,0.423686405
TIMESTAMP,2021-01-04 00:00:00,2021-01-04 00:10:00,2021-01-04 00:20:00,2021-01-04 00:30:00,2021-01-04 00:40:00,2021-01-04 00:50:00,2021-01-04 01:00:00,2021-01-04 01:10:00,2021-01-04 01:20:00,2021-01-04 01:30:00,2021-01-04 01:40:00,2021-01-04 01:50:00,2021-01-04 02:00:00,2021-01-04 02:10:00,2021-01-04 02:20:00,2021-01-04 02:30:00,2021-01-04 02:40:00,2021-01-04 02:50:00,2021-01-04 03:00:00,2021-01-04 03:10:00,2021-01-04 03:20:00,2021-01-04 03:30:00,2021-01-04 03:40:00,2021-01-04 03:50:00,2021-01-04 04:00:00,2021-01-04 04:10:00,2021-01-04 04:20:00,2021-01-04 04:30:00,2021-01-04 04:40:00,2021-01-04 04:50:00,2021-01-04 05:00:00,2021-01-04 05:10:00,2021-01-04 05:20:00,2021-01-04 05:30:00,2021-01-04 05:40:00,2021-01-04 05:50:00,2021-01-04 06:00:00,2021-01-04 06:10:00,2021-01-04 06:20:00,2021-01-04 06:30:00,2021-01-04 06:40:00,2021-01-04 06:50:00,2021-01-04 07:00:00,2021-01-04 07:10:00,2021-01-04 07:20:00,2021-01-04 07:30:00,2021-01-04 07:40:00,2021-01-04 07:50:00,2021-01-04 08:00:00,2021-01-04 08:10:00,2021-01-04 08:20:00,2021-01-04 08:30:00,2021-01-04 08:40:00,2021-01-04 08:50:00,2021-01-04 09:00:00,2021-01-04 09:10:00,2021-01-04 09:20:00,2021-01-04 09:30:00,2021-01-04 09:40:00,2021-01-04 09:50:00,2021-01-04 10:00:00,2021-01-04 10:10:00,2021-01-04 10:20:00,2021-01-04 10:30:00,2021-01-04 10:40:00,2021-01-04 10:50:00,2021-01-04 11:00:00,2021-01-04 11:10:00,2021-01-04 11:20:00,2021-01-04 11:30:00,2021-01-04 11:40:00,2021-01-04 11:50:00,2021-01-04 12:00:00,2021-01-04 12:10:00,2021-01-04 12:20:00,2021-01-04 12:30:00,2021-01-04 12:40:00,2021-01-04 12:50:00,2021-01-04 13:00:00,2021-01-04 13:10:00,2021-01-04 13:20:00,2021-01-04 13:30:00,2021-01-04 13:40:00,2021-01-04 13:50:00,2021-01-04 14:00:00,2021-01-04 14:10:00,2021-01-04 14:20:00,2021-01-04 14:30:00,2021-01-04 14:40:00,2021-01-04 14:50:00,2021-01-04 15:00:00,2021-01-04 15:10:00,2021-01-04 15:20:00,2021-01-04 15:30:00,2021-01-04 15:40:00,2021-01-04 15:50:00,2021-01-04 16:00:00,2021-01-04 16:10:00,2021-01-04 16:20:00,2021-01-04 16:30:00,2021-01-04 16:40:00,2021-01-04 16:50:00,2021-01-04 17:00:00,2021-01-04 17:10:00,2021-01-04 17:20:00,2021-01-04 17:30:00,2021-01-04 17:40:00,2021-01-04 17:50:00,2021-01-04 18:00:00,2021-01-04 18:10:00,2021-01-04 18:20:00,2021-01-04 18:30:00,2021-01-04 18:40:00,2021-01-04 18:50:00,2021-01-04 19:00:00,2021-01-04 19:10:00,2021-01-04 19:20:00,2021-01-04 19:30:00,2021-01-04 19:40:00,2021-01-04 19:50:00,2021-01-04 20:00:00,2021-01-04 20:10:00,2021-01-04 20:20:00,2021-01-04 20:30:00,2021-01-04 20:40:00,2021-01-04 20:50:00,2021-01-04 21:00:00,2021-01-04 21:10:00,2021-01-04 21:20:00,2021-01-04 21:30:00,2021-01-04 21:40:00,2021-01-04 21:50:00,2021-01-04 22:00:00,2021-01-04 22:10:00,2021-01-04 22:20:00,2021-01-04 22:30:00,2021-01-04 22:40:00,2021-01-04 22:50:00,2021-01-04 23:00:00,2021-01-04 23:10:00,2021-01-04 23:20:00,2021-01-04 23:30:00,2021-01-04 23:40:00,2021-01-04 23:50:00
wx,0.275987197,0.202535944,-0.486706729,-0.42160987,-0.066313663,0.283365193,0.188449144,-0.112841483,-0.117713128,0.139485346,-0.190950428,-0.26670845,0.407589864,0.103253427,0.257387474,-0.40908201,-0.327322395,-0.524383858,0.710124158,0.039592904,0.576701327,0.052446423,-0.38117963,-0.248326744,0.252332296,-0.262040328,0.422054071,0.424959342,-0.398947414,0.267536293,0.318366909,-0.610463134,-0.197150145,-0.634214175,-0.589163619,0.137830367,-1.76687E-05,-0.433413064,0.01242601,0.364809781,-0.200550592,0.528640671,0.198717843,-0.491205175,-0.4718638,0.530341071,-0.123631982,-0.169085558,-0.308276419,0.412140035,-0.620594134,-0.502008907,-0.610985845,-0.240055755,0.607064365,0.441895685,0.618673548,-0.74883201,0.715294535,0.144182091,0.704434009,-0.74488514,-0.655308056,0.334552377,0.381242413,0.216586257,-0.714483123,-0.668818777,0.437045727,0.509090069,0.648056176,0.622876002,-0.648359305,0.724834047,-0.643089632,0.607674207,0.72196973,0.654128714,0.672957367,0.250289124,0.656534101,-0.287817363,0.374057559,-0.27181898,0.657042354,-0.476283863,-0.605772413,-0.218670076,0.62952717,-0.573792757,-0.633664041,0.566222726,-0.514843351,0.014619294,-0.413277979,0.102625845,-0.070536228,-0.712579605,0.281650649,0.664857367,-0.539103551,0.654500845,-0.718954212,-0.623569716,-0.422260858,0.50825859,-0.452086476,0.416237208,0.520398544,0.539212054,-0.230047994,-0.271406945,0.212700457,-0.448033804,0.737936137,-0.47967329,-0.514819013,0.544198201,-0.197267191,-0.07721361,-0.607298351,-0.64165179,-0.214472122,0.042447407,-0.362780645,0.587215934,-0.467422321,-0.550669587,0.61657647,-0.545363616,0.452735349,-0.542449813,-0.456644145,-0.568613553,0.221454877,0.474439988,0.553452069,-0.494781004,-0.156692601,-0.149908734,0.013798611,0.17284673,-0.667310589,-0.119340803
wy,0.012944723,0.22628636,0.023862063,-0.223870946,-0.512467755,-0.351074579,0.386827312,-0.080363245,-0.219098374,-0.370273142,0.287728448,0.092196932,-0.015985632,-0.435907491,-0.352880243,-0.270133052,0.508670077,-0.188550007,0.087119473,0.586418155,-0.061606826,-0.574023556,0.413429914,-0.434778608,0.484561521,-0.418266588,0.115311233,0.256408113,-0.392206485,-0.460880388,0.51216474,0.067475451,0.605933819,0.009220451,-0.255301544,-0.554853934,-0.524116997,-0.179722014,0.430122707,-0.170834298,0.414642579,-0.103780521,-0.537856322,0.350664384,-0.381753608,-0.342311325,0.636039227,0.640874435,-0.500511443,-0.348313745,0.021080416,0.609797457,0.472715082,0.666984357,-0.417205969,0.565857678,0.36660753,0.221081596,0.197496408,-0.673135483,0.468591276,-0.319047497,0.513217488,0.726956236,-0.622961062,0.678672526,-0.027046503,0.419960799,0.631960953,0.532549217,0.242594398,-0.157065435,0.256220305,-0.064904913,0.360178122,0.544273454,0.101790781,-0.461261961,-0.235254257,-0.675595662,0.413105944,-0.622751131,-0.562243749,0.584780608,0.114481605,-0.488757676,-0.289858177,-0.668864717,0.033826468,-0.487390838,-0.388246756,0.529220923,-0.600840712,-0.699060438,0.69018004,-0.702239453,0.731177713,0.26346801,0.718008461,-0.44142601,0.618378903,0.469195231,0.070855806,0.526550876,0.682867852,0.57166591,-0.562906213,0.575346405,-0.41288378,-0.342258939,-0.586898173,0.543917893,0.614218438,0.521072341,0.059008654,-0.506075769,0.506362311,0.36460196,-0.518461583,0.606341011,0.055175496,0.212977388,-0.471193756,-0.555465187,0.216789995,-0.036142786,-0.415640971,0.038143226,-0.086211619,0.226032948,0.445547452,-0.012790692,-0.39361723,-0.339742247,0.581037882,0.52143587,-0.537888398,-0.579437625,-0.689332213,-0.669288272,-0.673362638,0.640007765,0.090087912,0.586714358
T_DL_Avg,0.386780651,0.385738115,0.384904087,0.38469558,0.385112594,0.386780651,0.388448707,0.390533778,0.391159299,0.390325271,0.389491243,0.387406172,0.385112594,0.38469558,0.385321101,0.385112594,0.383861551,0.383027523,0.382193495,0.381567973,0.380942452,0.380733945,0.381150959,0.381359466,0.381150959,0.380733945,0.379274395,0.378440367,0.378023353,0.379065888,0.381150959,0.38469558,0.389491243,0.393661384,0.396788991,0.39824854,0.398457048,0.397414512,0.395537948,0.392827356,0.389491243,0.385529608,0.382610509,0.383027523,0.387406172,0.393035863,0.399916597,0.406588824,0.413469558,0.422435363,0.433069224,0.444537114,0.456005004,0.467472894,0.478732277,0.490408674,0.50145955,0.512301918,0.522310259,0.531901585,0.541701418,0.549833194,0.55733945,0.563803169,0.570058382,0.576939116,0.58381985,0.590909091,0.597372811,0.603628023,0.61030025,0.61676397,0.623436197,0.629482902,0.634487073,0.638448707,0.641576314,0.644495413,0.647206005,0.649916597,0.652627189,0.655337781,0.657839867,0.659299416,0.660758966,0.66117598,0.661592994,0.661801501,0.660967473,0.65971643,0.658048374,0.655546289,0.652418682,0.648874062,0.644495413,0.638657214,0.63177648,0.624270225,0.616346956,0.608632193,0.600500417,0.591951626,0.58381985,0.574437031,0.564637198,0.556505421,0.550250209,0.544829024,0.540658882,0.537322769,0.534612177,0.531276063,0.527105922,0.522518766,0.518765638,0.516263553,0.514595496,0.512510425,0.509591326,0.506672227,0.504587156,0.503127606,0.503127606,0.503336113,0.503753128,0.504587156,0.503336113,0.500625521,0.497497915,0.494161802,0.490825688,0.48853211,0.486238532,0.483736447,0.482902419,0.481442869,0.479983319,0.478940784,0.47706422,0.475187656,0.473936614,0.472894078,0.471226022,0.468932444
TIMESTAMP,2021-01-06 00:00:00,2021-01-06 00:10:00,2021-01-06 00:20:00,2021-01-06 00:30:00,2021-01-06 00:40:00,2021-01-06 00:50:00,2021-01-06 01:00:00,2021-01-06 01:10:00,2021-01-06 01:20:00,2021-01-06 01:30:00,2021-01-06 01:40:00,2021-01-06 01:50:00,2021-01-06 02:00:00,2021-01-06 02:10:00,2021-01-06 02:20:00,2021-01-06 02:30:00,2021-01-06 02:40:00,2021-01-06 02:50:00,2021-01-06 03:00:00,2021-01-06 03:10:00,2021-01-06 03:20:00,2021-01-06 03:30:00,2021-01-06 03:40:00,2021-01-06 03:50:00,2021-01-06 04:00:00,2021-01-06 04:10:00,2021-01-06 04:20:00,2021-01-06 04:30:00,2021-01-06 04:40:00,2021-01-06 04:50:00,2021-01-06 05:00:00,2021-01-06 05:10:00,2021-01-06 05:20:00,2021-01-06 05:30:00,2021-01-06 05:40:00,2021-01-06 05:50:00,2021-01-06 06:00:00,2021-01-06 06:10:00,2021-01-06 06:20:00,2021-01-06 06:30:00,2021-01-06 06:40:00,2021-01-06 06:50:00,2021-01-06 07:00:00,2021-01-06 07:10:00,2021-01-06 07:20:00,2021-01-06 07:30:00,2021-01-06 07:40:00,2021-01-06 07:50:00,2021-01-06 08:00:00,2021-01-06 08:10:00,2021-01-06 08:20:00,2021-01-06 08:30:00,2021-01-06 08:40:00,2021-01-06 08:50:00,2021-01-06 09:00:00,2021-01-06 09:10:00,2021-01-06 09:20:00,2021-01-06 09:30:00,2021-01-06 09:40:00,2021-01-06 09:50:00,2021-01-06 10:00:00,2021-01-06 10:10:00,2021-01-06 10:20:00,2021-01-06 10:30:00,2021-01-06 10:40:00,2021-01-06 10:50:00,2021-01-06 11:00:00,2021-01-06 11:10:00,2021-01-06 11:20:00,2021-01-06 11:30:00,2021-01-06 11:40:00,2021-01-06 11:50:00,2021-01-06 12:00:00,2021-01-06 12:10:00,2021-01-06 12:20:00,2021-01-06 12:30:00,2021-01-06 12:40:00,2021-01-06 12:50:00,2021-01-06 13:00:00,2021-01-06 13:10:00,2021-01-06 13:20:00,2021-01-06 13:30:00,2021-01-06 13:40:00,2021-01-06 13:50:00,2021-01-06 14:00:00,2021-01-06 14:10:00,2021-01-06 14:20:00,2021-01-06 14:30:00,2021-01-06 14:40:00,2021-01-06 14:50:00,2021-01-06 15:00:00,2021-01-06 15:10:00,2021-01-06 15:20:00,2021-01-06 15:30:00,2021-01-06 15:40:00,2021-01-06 15:50:00,2021-01-06 16:00:00,2021-01-06 16:10:00,2021-01-06 16:20:00,2021-01-06 16:30:00,2021-01-06 16:40:00,2021-01-06 16:50:00,2021-01-06 17:00:00,2021-01-06 17:10:00,2021-01-06 17:20:00,2021-01-06 17:30:00,2021-01-06 17:40:00,2021-01-06 17:50:00,2021-01-06 18:00:00,2021-01-06 18:10:00,2021-01-06 18:20:00,2021-01-06 18:30:00,2021-01-06 18:40:00,2021-01-06 18:50:00,2021-01-06 19:00:00,2021-01-06 19:10:00,2021-01-06 19:20:00,2021-01-06 19:30:00,2021-01-06 19:40:00,2021-01-06 19:50:00,2021-01-06 20:00:00,2021-01-06 20:10:00,2021-01-06 20:20:00,2021-01-06 20:30:00,2021-01-06 20:40:00,2021-01-06 20:50:00,2021-01-06 21:00:00,2021-01-06 21:10:00,2021-01-06 21:20:00,2021-01-06 21:30:00,2021-01-06 21:40:00,2021-01-06 21:50:00,2021-01-06 22:00:00,2021-01-06 22:10:00,2021-01-06 22:20:00,2021-01-06 22:30:00,2021-01-06 22:40:00,2021-01-06 22:50:00,2021-01-06 23:00:00,2021-01-06 23:10:00,2021-01-06 23:20:00,2021-01-06 23:30:00,2021-01-06 23:40:00,2021-01-06 23:50:00
wx,0.217420117,0.546897743,-0.485413448,-0.465968427,-0.431232708,-0.391883137,0.685593803,0.117888878,-0.645773884,0.479558378,-0.601913225,-0.420586394,0.623038465,0.043329664,0.542209544,-0.21489994,0.603845686,-0.470045903,-0.648857586,-0.632898066,0.25711289,-0.042025632,-0.530177093,0.06728041,0.247320127,-0.320765434,0.249890347,0.52607798,0.271450523,-0.356489817,0.578021561,0.218941145,-0.43523813,0.513466153,-2.79428E-05,0.708092554,0.662235134,0.227093567,0.447126548,0.25528921,0.131715247,0.43044322,-0.466652915,-0.520544989,0.526816276,-0.721468269,0.760459118,-0.76670677,0.636593511,-0.753066997,0.663756586,-0.037341562,-0.583513296,-0.758057387,-0.665700602,-0.658195773,0.749583172,0.601663669,0.293331268,0.217543584,-0.664128347,0.661532812,0.586246221,-0.624981686,-0.126259134,-0.524948731,-0.282103561,0.437358777,-0.596367497,0.457719703,0.543069297,-0.664996601,-0.670868311,0.315290682,-0.691299923,-0.66546059,0.692407207,-0.707317146,-0.67595242,0.132107543,-0.597844407,0.248278681,-0.389661595,0.690450374,-0.752312962,-0.769432971,0.511788143,-0.068895532,0.734054497,-0.660999185,0.504502692,0.659042702,-0.179611737,0.776216512,-0.716989525,-0.676247026,0.738424381,0.691144562,0.42529146,-0.363890024,-0.053327131,0.518261828,0.208733849,0.598230218,0.572898786,-0.314945812,-0.66543579,0.737683746,-0.683107144,-0.342304133,0.330917664,0.424839579,-0.260645039,0.18874685,-0.582327814,-0.006078871,0.362413543,-0.650861483,-0.454575535,0.035777271,0.322591307,0.143478872,0.190484291,0.458457583,-0.517077537,0.38864843,0.278526903,0.62053954,0.250223846,-0.274345059,0.470635054,0.405790665,0.216650234,-0.441323838,0.499654186,0.455751371,-0.2157286,0.127514691,0.314914017,0.620959027,0.297567456,-0.520519468,-0.396137687,-0.413527123
