TIMESTAMP,2021-01-01 00:00:00,2021-01-01 00:10:00,2021-01-01 00:20:00,2021-01-01 00:30:00,2021-01-01 00:40:00,2021-01-01 00:50:00,2021-01-01 01:00:00,2021-01-01 01:10:00,2021-01-01 01:20:00,2021-01-01 01:30:00,2021-01-01 01:40:00,2021-01-01 01:50:00,2021-01-01 02:00:00,2021-01-01 02:10:00,2021-01-01 02:20:00,2021-01-01 02:30:00,2021-01-01 02:40:00,2021-01-01 02:50:00,2021-01-01 03:00:00,2021-01-01 03:10:00,2021-01-01 03:20:00,2021-01-01 03:30:00,2021-01-01 03:40:00,2021-01-01 03:50:00,2021-01-01 04:00:00,2021-01-01 04:10:00,2021-01-01 04:20:00,2021-01-01 04:30:00,2021-01-01 04:40:00,2021-01-01 04:50:00,2021-01-01 05:00:00,2021-01-01 05:10:00,2021-01-01 05:20:00,2021-01-01 05:30:00,2021-01-01 05:40:00,2021-01-01 05:50:00,2021-01-01 06:00:00,2021-01-01 06:10:00,2021-01-01 06:20:00,2021-01-01 06:30:00,2021-01-01 06:40:00,2021-01-01 06:50:00,2021-01-01 07:00:00,2021-01-01 07:10:00,2021-01-01 07:20:00,2021-01-01 07:30:00,2021-01-01 07:40:00,2021-01-01 07:50:00,2021-01-01 08:00:00,2021-01-01 08:10:00,2021-01-01 08:20:00,2021-01-01 08:30:00,2021-01-01 08:40:00,2021-01-01 08:50:00,2021-01-01 09:00:00,2021-01-01 09:10:00,2021-01-01 09:20:00,2021-01-01 09:30:00,2021-01-01 09:40:00,2021-01-01 09:50:00,2021-01-01 10:00:00,2021-01-01 10:10:00,2021-01-01 10:20:00,2021-01-01 10:30:00,2021-01-01 10:40:00,2021-01-01 10:50:00,2021-01-01 11:00:00,2021-01-01 11:10:00,2021-01-01 11:20:00,2021-01-01 11:30:00,2021-01-01 11:40:00,2021-01-01 11:50:00,2021-01-01 12:00:00,2021-01-01 12:10:00,2021-01-01 12:20:00,2021-01-01 12:30:00,2021-01-01 12:40:00,2021-01-01 12:50:00,2021-01-01 13:00:00,2021-01-01 13:10:00,2021-01-01 13:20:00,2021-01-01 13:30:00,2021-01-01 13:40:00,2021-01-01 13:50:00,2021-01-01 14:00:00,2021-01-01 14:10:00,2021-01-01 14:20:00,2021-01-01 14:30:00,2021-01-01 14:40:00,2021-01-01 14:50:00,2021-01-01 15:00:00,2021-01-01 15:10:00,2021-01-01 15:20:00,2021-01-01 15:30:00,2021-01-01 15:40:00,2021-01-01 15:50:00,2021-01-01 16:00:00,2021-01-01 16:10:00,2021-01-01 16:20:00,2021-01-01 16:30:00,2021-01-01 16:40:00,2021-01-01 16:50:00,2021-01-01 17:00:00,2021-01-01 17:10:00,2021-01-01 17:20:00,2021-01-01 17:30:00,2021-01-01 17:40:00,2021-01-01 17:50:00,2021-01-01 18:00:00,2021-01-01 18:10:00,2021-01-01 18:20:00,2021-01-01 18:30:00,2021-01-01 18:40:00,2021-01-01 18:50:00,2021-01-01 19:00:00,2021-01-01 19:10:00,2021-01-01 19:20:00,2021-01-01 19:30:00,2021-01-01 19:40:00,2021-01-01 19:50:00,2021-01-01 20:00:00,2021-01-01 20:10:00,2021-01-01 20:20:00,2021-01-01 20:30:00,2021-01-01 20:40:00,2021-01-01 20:50:00,2021-01-01 21:00:00,2021-01-01 21:10:00,2021-01-01 21:20:00,2021-01-01 21:30:00,2021-01-01 21:40:00,2021-01-01 21:50:00,2021-01-01 22:00:00,2021-01-01 22:10:00,2021-01-01 22:20:00,2021-01-01 22:30:00,2021-01-01 22:40:00,2021-01-01 22:50:00,2021-01-01 23:00:00,2021-01-01 23:10:00,2021-01-01 23:20:00,2021-01-01 23:30:00,2021-01-01 23:40:00,2021-01-01 23:50:00,2021-01-02 00:00:00,2021-01-02 03:00:00,2021-01-02 06:00:00,2021-01-02 09:00:00,2021-01-02 12:00:00,2021-01-02 15:00:00,2021-01-02 18:00:00,2021-01-02 21:00:00
wx,0.514588369,0.57942938,0.98666437,0.075395065,-0.991255185,-0.797358253,0.377151648,1.225150206,1.482124141,-0.129129455,-0.685623203,-0.699507582,-0.338850062,0.549371157,1.123468737,0.964285957,-0.032015559,-1.644747374,-0.550870266,0.76014245,0.442602937,1.116412636,-0.19510609,-0.654029216,-0.627426001,-0.163346246,0.355782191,0.664442144,0.815470795,-1.078825493,-1.618675674,-0.801664291,1.287009261,0.845847631,0.812884867,-1.045834799,-1.387959246,0.04116224,0.859848842,0.571752569,1.340143959,0.299055682,-1.298903945,-0.363013939,-0.327818466,0.356420912,1.16363168,0.536078243,-0.284692497,-0.719340809,-0.4617988,1.127615491,1.363561739,0.007813731,-1.046246041,-0.594068316,-0.482875162,0.565768922,0.722485298,0.883979123,-0.074736477,-0.784502822,-0.536573687,0.049572675,1.00966579,0.666912074,0.270866624,-0.532013342,-0.583301244,0.057819019,0.88340349,1.166130849,0.528256261,-0.715936774,-0.703374196,-0.565774166,0.507092306,0.972619209,0.544239045,-0.827163734,-1.059025651,-0.844520971,0.458973867,1.010750648,0.725334199,0.048261343,-0.889727035,-1.045200302,0.084976886,1.304574139,1.253462679,-0.234476713,-1.176398257,-1.209158164,-0.430813959,0.482200311,0.721801212,0.392183956,-0.502895847,-1.071332612,-0.311860835,0.525021619,0.607735928,0.269473317,0.077481842,-0.95339944,-0.524243488,0.454782749,0.885834796,0.904747889,0.584380017,-1.140191167,-0.644311378,-0.155727004,0.672365721,0.497368278,-0.36205159,-0.684864654,-0.46281627,0.197403765,0.877730345,1.533010263,1.051621136,-0.076602841,-1.358454012,-0.983651313,-0.156583857,1.181402639,0.903224142,-0.673593478,-1.268421093,-0.612552343,0.292872787,1.276284182,0.377188366,0.564303602,-0.427049206,-1.26786433,-0.428678616,0.396622344,1.503325515,-0.069664565,-1.138548591,-0.446552425,-0.36395187,-1.41102258,-1.352018681,0.308447447,0.443562133,1.490500595,0.751194292,-0.134758806
wy,0.307466129,0.283372596,0.333499576,-0.43131415,-1.344404722,-1.574825297,-0.247538351,0.342164063,1.434620871,-0.045353569,-1.187431373,-1.621975092,0.13151085,1.08838948,1.67143319,0.007276841,-0.947812163,-0.868031471,-0.077379973,-0.117323466,1.337249795,0.268628239,-0.575758894,-0.303903783,-0.435997624,0.35046255,0.557681121,0.348146392,0.850502718,-0.057790747,-1.428932321,0.304392091,0.391654143,0.274912386,-0.154666432,0.008336904,-0.358995978,-0.743854301,0.602294508,0.483793394,0.787894175,0.131092364,-0.468129365,-0.534280721,-0.421374378,0.947849204,1.346553554,-0.149026283,-0.655774766,-0.656428161,0.248977315,0.65198005,0.621852075,0.53398644,-0.59881966,-1.080727314,-0.708872214,0.288815214,1.174920528,0.757918514,-0.228242245,-1.11294326,-0.648676888,0.248787597,0.777019409,1.075384519,-0.184981406,-0.952183221,-0.755728839,0.178445388,0.487483383,0.803988091,0.350718867,-0.387800646,-0.921626119,-0.112471614,0.18285803,1.319032983,0.84967603,-0.346420071,-1.312394041,-0.846551791,0.467743034,1.155699441,0.979842222,-0.121780926,-1.13616844,-0.642767014,-0.315574021,0.69585889,0.658583297,-0.253615644,-0.846137397,-1.021757943,-0.000750842,0.880389464,0.880500766,0.624980683,-0.833008231,-1.267444254,-0.369110395,0.759310543,0.952363837,0.423203321,-0.584726554,-0.375375122,-0.160739333,0.746939566,0.251602442,1.485311727,-0.07154368,-0.27328096,-1.506068697,0.461452201,1.346052459,0.55953565,0.222112835,-0.151722554,-1.253660141,-0.086117731,-0.015491539,0.560897499,0.19405545,-0.890203676,-1.441832608,-1.067820599,0.59731623,1.527101916,1.240110671,-0.483177613,-0.466730933,-0.360796596,-0.410738558,0.509003757,1.093781234,-0.127686598,-0.433161258,-0.642728679,-0.171950356,1.165966716,0.77034903,0.729443888,-0.324991452,-1.222355519,-1.046224521,-1.504493877,-0.45606346,0.509207239,1.114938582,1.464953246,1.021547846,0.456468218
T_DL_Avg,0.416388657,1.256191585,1.323392506,0.555632101,-0.341664881,-0.544412181,0.134471074,1.070039143,1.400742734,0.821626409,-0.134930202,-0.59069079,-0.127482009,0.828423918,1.397821701,1.05645965,0.117017451,-0.557727767,-0.348360057,0.551670371,1.313070355,1.234904179,0.388146189,-0.451307977,-0.512751006,0.259224563,1.151841186,1.341905536,0.652056747,-0.285193517,-0.6108423,-0.027890856,0.927156456,1.375850142,0.905854996,-0.050159317,-0.612295951,-0.262387174,0.678353566,1.346614402,1.128557698,0.225864404,-0.53099194,-0.442700514,0.413031366,1.253530714,1.312338806,0.542880879,-0.339355579,-0.51484523,0.186957924,1.129778801,1.456602571,0.876533991,-0.067754854,-0.498295624,-0.009249084,0.960560085,1.529361389,1.182818074,0.249192715,-0.403982657,-0.169122315,0.745337352,1.506764987,1.421282391,0.57269822,-0.253351505,-0.293257122,0.491970816,1.382105861,1.559686847,0.864957641,-0.062718579,-0.369007812,0.229816363,1.184539664,1.618160692,1.133036004,0.176195922,-0.373163049,-0.008119854,0.936873486,1.595762293,1.364758293,0.458828467,-0.286886304,-0.182952115,0.674889545,1.49872662,1.530568807,0.739849063,-0.149357646,-0.322343859,0.376933169,1.300859713,1.594722024,0.982818748,0.021071839,-0.414135942,0.067862883,1.014786421,1.546119535,1.161979457,0.204023969,-0.456148294,-0.22067878,0.685407266,1.422439857,1.308402323,0.443872418,-0.379980973,-0.409178257,0.381133357,1.260793566,1.418120905,0.706636373,-0.221391019,-0.515730318,0.092107158,1.041411851,1.457947835,0.956177708,-0.004524008,-0.542601082,-0.164831118,0.779115096,1.419669267,1.166200346,0.250438201,-0.487028386,-0.369359851,0.493659067,1.307664672,1.32337269,0.52435701,-0.35611294,-0.510279259,0.20105533,1.119975044,1.399755923,0.780394051,-0.171614857,-0.582165211,-0.074215923,-0.569150935,-0.411452886,0.392064444,1.287593101,1.628716608,1.110293279,0.269950717
TIMESTAMP,2021-01-03 00:00:00,2021-01-03 00:10:00,2021-01-03 00:20:00,2021-01-03 00:30:00,2021-01-03 00:40:00,2021-01-03 00:50:00,2021-01-03 01:00:00,2021-01-03 01:10:00,2021-01-03 01:20:00,2021-01-03 01:30:00,2021-01-03 01:40:00,2021-01-03 01:50:00,2021-01-03 02:00:00,2021-01-03 02:10:00,2021-01-03 02:20:00,2021-01-03 02:30:00,2021-01-03 02:40:00,2021-01-03 02:50:00,2021-01-03 03:00:00,2021-01-03 03:10:00,2021-01-03 03:20:00,2021-01-03 03:30:00,2021-01-03 03:40:00,2021-01-03 03:50:00,2021-01-03 04:00:00,2021-01-03 04:10:00,2021-01-03 04:20:00,2021-01-03 04:30:00,2021-01-03 04:40:00,2021-01-03 04:50:00,2021-01-03 05:00:00,2021-01-03 05:10:00,2021-01-03 05:20:00,2021-01-03 05:30:00,2021-01-03 05:40:00,2021-01-03 05:50:00,2021-01-03 06:00:00,2021-01-03 06:10:00,2021-01-03 06:20:00,2021-01-03 06:30:00,2021-01-03 06:40:00,2021-01-03 06:50:00,2021-01-03 07:00:00,2021-01-03 07:10:00,2021-01-03 07:20:00,2021-01-03 07:30:00,2021-01-03 07:40:00,2021-01-03 07:50:00,2021-01-03 08:00:00,2021-01-03 08:10:00,2021-01-03 08:20:00,2021-01-03 08:30:00,2021-01-03 08:40:00,2021-01-03 08:50:00,2021-01-03 09:00:00,2021-01-03 09:10:00,2021-01-03 09:20:00,2021-01-03 09:30:00,2021-01-03 09:40:00,2021-01-03 09:50:00,2021-01-03 10:00:00,2021-01-03 10:10:00,2021-01-03 10:20:00,2021-01-03 10:30:00,2021-01-03 10:40:00,2021-01-03 10:50:00,2021-01-03 11:00:00,2021-01-03 11:10:00,2021-01-03 11:20:00,2021-01-03 11:30:00,2021-01-03 11:40:00,2021-01-03 11:50:00,2021-01-03 12:00:00,2021-01-03 12:10:00,2021-01-03 12:20:00,2021-01-03 12:30:00,2021-01-03 12:40:00,2021-01-03 12:50:00,2021-01-03 13:00:00,2021-01-03 13:10:00,2021-01-03 13:20:00,2021-01-03 13:30:00,2021-01-03 13:40:00,2021-01-03 13:50:00,2021-01-03 14:00:00,2021-01-03 14:10:00,2021-01-03 14:20:00,2021-01-03 14:30:00,2021-01-03 14:40:00,2021-01-03 14:50:00,2021-01-03 15:00:00,2021-01-03 15:10:00,2021-01-03 15:20:00,2021-01-03 15:30:00,2021-01-03 15:40:00,2021-01-03 15:50:00,2021-01-03 16:00:00,2021-01-03 16:10:00,2021-01-03 16:20:00,2021-01-03 16:30:00,2021-01-03 16:40:00,2021-01-03 16:50:00,2021-01-03 17:00:00,2021-01-03 17:10:00,2021-01-03 17:20:00,2021-01-03 17:30:00,2021-01-03 17:40:00,2021-01-03 17:50:00,2021-01-03 18:00:00,2021-01-03 18:10:00,2021-01-03 18:20:00,2021-01-03 18:30:00,2021-01-03 18:40:00,2021-01-03 18:50:00,2021-01-03 19:00:00,2021-01-03 19:10:00,2021-01-03 19:20:00,2021-01-03 19:30:00,2021-01-03 19:40:00,2021-01-03 19:50:00,2021-01-03 20:00:00,2021-01-03 20:10:00,2021-01-03 20:20:00,2021-01-03 20:30:00,2021-01-03 20:40:00,2021-01-03 20:50:00,2021-01-03 21:00:00,2021-01-03 21:10:00,2021-01-03 21:20:00,2021-01-03 21:30:00,2021-01-03 21:40:00,2021-01-03 21:50:00,2021-01-03 22:00:00,2021-01-03 22:10:00,2021-01-03 22:20:00,2021-01-03 22:30:00,2021-01-03 22:40:00,2021-01-03 22:50:00,2021-01-03 23:00:00,2021-01-03 23:10:00,2021-01-03 23:20:00,2021-01-03 23:30:00,2021-01-03 23:40:00,2021-01-03 23:50:00,2021-01-04 00:00:00,2021-01-04 03:00:00,2021-01-04 06:00:00,2021-01-04 09:00:00,2021-01-04 12:00:00,2021-01-04 15:00:00,2021-01-04 18:00:00,2021-01-04 21:00:00
wx,-0.298174922,0.416933794,0.922215867,-0.333207859,-0.267819183,-0.772438918,-0.677592594,1.114066699,0.494298521,0.212510534,-0.786192642,-0.460646129,0.108450342,0.895479714,0.441106249,1.203716281,0.268309611,-0.413471882,-1.413739781,0.387926407,1.552786034,1.153019891,0.292397523,-1.42879013,-0.54514283,-0.494221265,0.290207202,0.994153056,0.677486027,-0.631837673,-0.562581126,-0.052471339,0.219721279,1.318032312,0.529069562,-0.742365861,-0.511205554,-1.216459265,0.899615075,0.323260702,1.353525144,-0.464354213,-0.380948356,-0.483062512,0.353352534,1.367155539,0.463111182,-0.412505021,-0.265134302,-1.1094826,-0.784523593,1.199433298,0.773316344,0.792156801,-0.050812733,-0.699015225,-0.539715413,-0.135033704,0.824050677,0.749289226,-0.799877688,-0.368905074,-0.097111198,0.842566937,0.453917387,1.508466414,0.378286398,-1.124879371,-1.369803823,-0.651673072,0.218390822,1.514662878,0.643708882,-0.172182645,-0.912862815,-0.946408113,0.138607972,1.108205548,0.601197231,0.133836986,-0.419492933,-0.252259326,0.444621792,1.556331619,0.405800948,-0.448587818,-0.542602847,-0.861721084,-0.483369089,0.31152161,1.001382209,-0.484348039,-0.921096145,-0.450422753,-0.14678767,0.110843802,0.480767611,0.078178678,-0.477220784,-1.199303412,-0.334452352,0.703757909,1.210417682,0.839418703,-0.09858106,-0.941035281,-0.822105666,-0.117701594,0.606620641,0.530476723,-0.177217261,-1.029827277,-0.867438358,-0.039132379,0.965470871,1.135928513,-0.096353598,-1.004281617,-0.689125628,-0.76458901,1.00672569,1.352784151,0.851371901,-0.780080948,-1.24555093,-0.980154195,0.04712117,1.220443059,0.994285427,0.096141303,-0.501637056,-0.62585298,0.443135349,1.006144211,1.105518188,0.338654147,-1.066701208,-0.891641695,-0.357534036,0.565826551,0.685244673,0.453891264,-0.592058315,-0.717527313,-0.215034397,-0.268326193,-0.801170304,0.527485773,0.047699183,0.36515265,1.143410755,-0.643468268
wy,0.504486368,0.491543867,0.367670488,0.437509648,-0.80983671,-0.540429249,-0.196677794,0.762271875,1.149766655,0.043372357,-0.462441931,-0.6982577,-0.933163084,0.968639535,1.172697114,0.735234171,-0.041535069,-1.46553265,-0.6751705,-0.451572415,0.655055888,0.230644168,-0.611472007,-0.412220593,-0.44221089,0.188909164,0.892581434,1.334396384,0.329786621,-0.22885138,-0.762616097,-0.429901195,0.286288136,0.891462562,0.121838312,-0.033410777,-0.557951048,-0.282064191,0.11685321,0.897099738,0.912782139,0.422038405,-0.582622916,-0.294215817,0.537672523,1.067907674,0.607555706,0.226230956,-1.138794558,-1.489033085,-0.18474033,0.828963923,1.531903369,-0.065731476,-0.20980231,-0.396978004,-1.188305641,-0.035019416,1.588892465,1.242683012,0.209716689,-1.213640878,-0.985644503,-0.055013458,1.490611911,1.030515534,-0.584804065,-0.271414674,-0.397243527,-0.485389577,0.519886364,0.748935299,0.744376996,-1.01351954,-0.427079919,-0.611690202,0.822639275,0.407882167,1.082858492,-0.843309514,-0.672862594,-0.082353154,-0.301482419,1.213234411,1.304177981,-0.805275776,-0.2764864,-0.18610406,-0.434051571,0.416352299,1.473301493,0.406282652,-0.151562135,-0.438340426,0.365500064,0.716694129,1.231307991,-0.033735512,-0.970108601,-1.276715571,-0.343051567,0.367469449,0.780152289,0.304144166,-0.66116048,-0.59629034,-0.336952374,0.421802324,0.576183765,0.890221305,0.211704877,-1.05267949,-0.815146995,-0.088487822,0.847337869,0.867801136,0.280997866,-0.802863432,-1.238959299,-0.463935069,0.601403436,0.656406489,0.804585314,-0.033588574,-1.436208491,-0.943908987,0.582414541,1.113327947,0.786147158,-0.239395217,-0.795046927,-1.11453883,0.176072342,1.139790292,1.009950568,0.009201519,-0.730884087,-1.186897687,0.018084815,0.403479414,1.209447542,0.589581964,-0.858927832,-1.252795216,-0.478076871,-0.891330878,-1.325269633,-0.496784561,0.952278793,0.610569936,0.210128431,-0.591686918
T_DL_Avg,0.420558799,1.259527699,1.32526907,0.555632101,-0.343541444,-0.547748295,0.12904989,1.06232438,1.393653493,0.817873281,-0.136181244,-0.59069079,-0.124771417,0.834887637,1.407413027,1.065842469,0.124523706,-0.552098076,-0.342313352,0.560010654,1.327248837,1.25700593,0.417337181,-0.415653265,-0.471466602,0.303428066,1.197087224,1.387568589,0.6977198,-0.241824043,-0.571642967,0.007138335,0.957806998,1.402747557,0.928373762,-0.031602186,-0.596032398,-0.245289593,0.698370247,1.368507647,1.151910492,0.249634212,-0.507639146,-0.420390256,0.434507596,1.273547394,1.330478923,0.558310404,-0.32705366,-0.506087932,0.192379108,1.133114914,1.458896149,0.877785033,-0.067546347,-0.498504131,-0.010083112,0.957223971,1.523106176,1.17593734,0.243563024,-0.409612349,-0.174543499,0.739916167,1.499050225,1.411899572,0.564566444,-0.258355675,-0.294508164,0.494681408,1.388986595,1.571363244,0.87934463,-0.046663533,-0.350450681,0.251084086,1.208517979,1.646100642,1.163895053,0.208306014,-0.340427436,0.024198745,0.96814955,1.624536271,1.389987651,0.480721711,-0.267495144,-0.167731098,0.687816985,1.510403017,1.542036697,0.75152546,-0.137055728,-0.310041941,0.387775537,1.309825518,1.602436786,0.990116496,0.028369588,-0.406212672,0.077245702,1.02562879,1.558212946,1.174489882,0.216951408,-0.442595334,-0.208376862,0.696875156,1.434116254,1.321121256,0.456382843,-0.369347112,-0.399378423,0.388431105,1.264963708,1.42208254,0.713100092,-0.211799692,-0.503428399,0.105034597,1.054130784,1.469832739,0.968062612,0.008194925,-0.5284226,-0.150235622,0.793502085,1.432179692,1.175791672,0.255650878,-0.486194357,-0.37227895,0.487195347,1.297447825,1.309402715,0.508301964,-0.373836042,-0.529670418,0.18103865,1.101209406,1.381198792,0.760168863,-0.194967651,-0.609271132,-0.104240943,-0.596256856,-0.402695588,0.399153685,1.319494685,1.656865065,1.163671093,0.327290167
TIMESTAMP,2021-01-05 00:00:00,2021-01-05 00:10:00,2021-01-05 00:20:00,2021-01-05 00:30:00,2021-01-05 00:40:00,2021-01-05 00:50:00,2021-01-05 01:00:00,2021-01-05 01:10:00,2021-01-05 01:20:00,2021-01-05 01:30:00,2021-01-05 01:40:00,2021-01-05 01:50:00,2021-01-05 02:00:00,2021-01-05 02:10:00,2021-01-05 02:20:00,2021-01-05 02:30:00,2021-01-05 02:40:00,2021-01-05 02:50:00,2021-01-05 03:00:00,2021-01-05 03:10:00,2021-01-05 03:20:00,2021-01-05 03:30:00,2021-01-05 03:40:00,2021-01-05 03:50:00,2021-01-05 04:00:00,2021-01-05 04:10:00,2021-01-05 04:20:00,2021-01-05 04:30:00,2021-01-05 04:40:00,2021-01-05 04:50:00,2021-01-05 05:00:00,2021-01-05 05:10:00,2021-01-05 05:20:00,2021-01-05 05:30:00,2021-01-05 05:40:00,2021-01-05 05:50:00,2021-01-05 06:00:00,2021-01-05 06:10:00,2021-01-05 06:20:00,2021-01-05 06:30:00,2021-01-05 06:40:00,2021-01-05 06:50:00,2021-01-05 07:00:00,2021-01-05 07:10:00,2021-01-05 07:20:00,2021-01-05 07:30:00,2021-01-05 07:40:00,2021-01-05 07:50:00,2021-01-05 08:00:00,2021-01-05 08:10:00,2021-01-05 08:20:00,2021-01-05 08:30:00,2021-01-05 08:40:00,2021-01-05 08:50:00,2021-01-05 09:00:00,2021-01-05 09:10:00,2021-01-05 09:20:00,2021-01-05 09:30:00,2021-01-05 09:40:00,2021-01-05 09:50:00,2021-01-05 10:00:00,2021-01-05 10:10:00,2021-01-05 10:20:00,2021-01-05 10:30:00,2021-01-05 10:40:00,2021-01-05 10:50:00,2021-01-05 11:00:00,2021-01-05 11:10:00,2021-01-05 11:20:00,2021-01-05 11:30:00,2021-01-05 11:40:00,2021-01-05 11:50:00,2021-01-05 12:00:00,2021-01-05 12:10:00,2021-01-05 12:20:00,2021-01-05 12:30:00,2021-01-05 12:40:00,2021-01-05 12:50:00,2021-01-05 13:00:00,2021-01-05 13:10:00,2021-01-05 13:20:00,2021-01-05 13:30:00,2021-01-05 13:40:00,2021-01-05 13:50:00,2021-01-05 14:00:00,2021-01-05 14:10:00,2021-01-05 14:20:00,2021-01-05 14:30:00,2021-01-05 14:40:00,2021-01-05 14:50:00,2021-01-05 15:00:00,2021-01-05 15:10:00,2021-01-05 15:20:00,2021-01-05 15:30:00,2021-01-05 15:40:00,2021-01-05 15:50:00,2021-01-05 16:00:00,2021-01-05 16:10:00,2021-01-05 16:20:00,2021-01-05 16:30:00,2021-01-05 16:40:00,2021-01-05 16:50:00,2021-01-05 17:00:00,2021-01-05 17:10:00,2021-01-05 17:20:00,2021-01-05 17:30:00,2021-01-05 17:40:00,2021-01-05 17:50:00,2021-01-05 18:00:00,2021-01-05 18:10:00,2021-01-05 18:20:00,2021-01-05 18:30:00,2021-01-05 18:40:00,2021-01-05 18:50:00,2021-01-05 19:00:00,2021-01-05 19:10:00,2021-01-05 19:20:00,2021-01-05 19:30:00,2021-01-05 19:40:00,2021-01-05 19:50:00,2021-01-05 20:00:00,2021-01-05 20:10:00,2021-01-05 20:20:00,2021-01-05 20:30:00,2021-01-05 20:40:00,2021-01-05 20:50:00,2021-01-05 21:00:00,2021-01-05 21:10:00,2021-01-05 21:20:00,2021-01-05 21:30:00,2021-01-05 21:40:00,2021-01-05 21:50:00,2021-01-05 22:00:00,2021-01-05 22:10:00,2021-01-05 22:20:00,2021-01-05 22:30:00,2021-01-05 22:40:00,2021-01-05 22:50:00,2021-01-05 23:00:00,2021-01-05 23:10:00,2021-01-05 23:20:00,2021-01-05 23:30:00,2021-01-05 23:40:00,2021-01-05 23:50:00,2021-01-06 00:00:00,2021-01-06 03:00:00,2021-01-06 06:00:00,2021-01-06 09:00:00,2021-01-06 12:00:00,2021-01-06 15:00:00,2021-01-06 18:00:00,2021-01-06 21:00:00
wx,-0.608631105,0.182162483,0.915948837,0.426544794,-0.237221663,-1.554065675,0.23622275,0.123843079,0.746942253,0.85224674,-1.06762806,-1.439645786,-0.019232431,-0.23235487,0.330924132,0.678803436,-0.215684118,-1.447325636,-0.266334165,0.803248594,1.355964129,1.087014536,-0.14876901,-1.370740669,-1.57043671,0.564025688,0.173186072,1.60433069,0.639290459,-1.206759794,-0.838787255,-0.010262365,1.153454751,0.603927053,0.771467868,0.086552055,-1.297904323,-0.155609769,0.836222237,0.92252786,0.568892123,0.022499955,-0.343366507,-1.368783347,0.467813976,0.224656893,0.82598425,0.327234901,-1.399097908,-0.760100686,0.248549884,0.044660534,0.592021599,-0.328638185,0.121296447,-0.313635794,-1.060299319,1.051808068,0.524743397,1.303641111,0.310426832,-0.341156553,-1.019008292,0.843789687,1.506871505,1.148903733,-0.464911928,-0.644237383,-0.880465181,-0.462398904,1.069434064,1.45202693,-0.341955787,-1.26534436,-0.408564155,-0.839702497,1.114787819,1.499167953,0.906385406,0.040732866,-1.054890831,0.024063032,0.440506132,1.380016013,1.378362195,-0.840903684,-0.349971455,-0.357978506,0.429689591,1.436676475,0.893972495,0.02698418,-0.326958105,-1.618507674,0.320242791,0.338357453,0.914940238,0.939158363,-1.196134475,-0.332429069,-1.012395514,-0.187097956,1.202250579,0.796744778,-0.670270004,-1.576001615,-1.29481596,-0.393776335,1.544553425,1.165627029,0.300723334,-0.247347616,-0.728807565,-0.509262383,1.168898204,1.035422381,-0.315926792,-1.197365264,-0.643311796,-0.616213581,0.123438493,0.541507996,0.077928718,-0.251498997,-0.428582733,-0.163278585,-0.104973487,1.351951888,0.505032561,0.228019806,-1.339985778,-1.130145569,-0.393867961,0.772633779,1.254203135,0.320137172,-1.285960614,-1.301558749,-0.203683687,1.252354246,1.428622142,0.516859483,-0.321323106,-0.78805387,-0.273601477,-1.627307937,-0.138917502,-0.745279193,0.025190178,1.503319383,-0.060094933,0.102480957
