TIMESTAMP,14/12/2017 12:00,14/12/2017 12:10,14/12/2017 12:20,14/12/2017 12:30,14/12/2017 12:40,14/12/2017 12:50,14/12/2017 13:00,14/12/2017 13:10,14/12/2017 13:20,14/12/2017 13:30,14/12/2017 13:40,14/12/2017 13:50,14/12/2017 14:00,14/12/2017 14:10,14/12/2017 14:20,14/12/2017 14:30,14/12/2017 14:40,14/12/2017 14:50,14/12/2017 15:00,14/12/2017 15:10,14/12/2017 15:20,14/12/2017 15:30,14/12/2017 15:40,14/12/2017 15:50,14/12/2017 16:00,14/12/2017 16:10,14/12/2017 16:20,14/12/2017 16:30,14/12/2017 16:40,14/12/2017 16:50,14/12/2017 17:00,14/12/2017 17:10,14/12/2017 17:20,14/12/2017 17:30,14/12/2017 17:40,14/12/2017 17:50,14/12/2017 18:00,14/12/2017 18:10,14/12/2017 18:20,14/12/2017 18:30,14/12/2017 18:40,14/12/2017 18:50,14/12/2017 19:00,14/12/2017 19:10,14/12/2017 19:20,14/12/2017 19:30,14/12/2017 19:40,14/12/2017 19:50,14/12/2017 20:00,14/12/2017 20:10,14/12/2017 20:20,14/12/2017 20:30,14/12/2017 20:40,14/12/2017 20:50,14/12/2017 21:00,14/12/2017 21:10,14/12/2017 21:20,14/12/2017 21:30,14/12/2017 21:40,14/12/2017 21:50,14/12/2017 22:00,14/12/2017 22:10,14/12/2017 22:20,14/12/2017 22:30,14/12/2017 22:40,14/12/2017 22:50,14/12/2017 23:00,14/12/2017 23:10,14/12/2017 23:20,14/12/2017 23:30,14/12/2017 23:40,14/12/2017 23:50
wx,0.908978754,-0.945565553,0.833916084,0.94959519,0.586993063,0.93042346,0.933021183,0.63085478,0.005448841,0.560680484,-0.588636934,-0.857550472,-0.89641231,0.907209962,-0.838808859,0.803215354,-0.570861153,-0.711783596,0.435738672,-0.618851147,0.692852155,0.14848865,-0.531722699,0.561349638,-0.137365532,0.00263218,-0.488002195,-0.523768085,0.122647318,0.150697697,0.4113862,0.066298447,0.430563013,-0.32081909,-0.565362085,0.535256502,0.018598578,0.533947392,-0.155714625,-0.6446606,-0.226315129,-0.291720716,-0.426486705,0.127208121,0.048635572,-0.159495931,0.622303103,-0.69875035,0.203624095,0.626036561,0.446255141,-0.518589876,-0.543775965,-0.251074769,0.116467921,-0.341983759,0.48598977,-0.162431691,0.408037688,-0.259248312,0.59760954,-0.34331439,-0.025661845,-0.417958873,-0.358912339,0.3621761,-0.10745907,0.000617152,-0.425131894,0.483007975,-0.337861808,0.158599596
wy,-0.889698395,-0.807586561,-0.933679761,0.545094552,0.952047432,0.738997698,0.486862013,-0.876128643,-0.904674311,0.864224526,-0.850282872,-0.581530441,-0.127889047,0.07241854,0.675871787,-0.593535833,0.760522611,-0.415885262,0.727873668,-0.684236023,-0.467616155,0.603360783,0.023874705,0.12391312,0.551541198,0.518114354,0.1910548,-0.109004435,-0.428469481,-0.345269825,-0.130201302,0.389862137,-0.268016367,-0.513558472,0.560092673,-0.403734646,0.620392006,0.434881717,0.579720146,-0.053179236,0.4924297,-0.414311644,0.259061207,0.633838543,0.724506165,0.647927514,-0.53259083,-0.503999076,0.458384691,0.202335734,-0.609607716,-0.433456278,-0.111522965,0.49887739,0.492235234,-0.241986052,-0.027771726,-0.694268898,0.619615786,-0.607182678,0.284558196,0.551814575,-0.639834785,-0.40110898,0.369787103,-0.444905043,-0.552338243,-0.601990886,-0.105083467,-0.122289317,-0.070447208,0.303834619
T_DL_Avg,0.506974041,0.508717551,0.510073615,0.511623402,0.513560635,0.515110422,0.516466486,0.517241379,0.519372336,0.521503293,0.523440527,0.524602867,0.525958931,0.526540101,0.526540101,0.525377761,0.524602867,0.524021697,0.524990314,0.526927547,0.526927547,0.52363425,0.518209996,0.513173189,0.509492445,0.505424254,0.498643936,0.489926385,0.480821387,0.472103836,0.464548625,0.45796203,0.452731499,0.447113522,0.440333204,0.433359163,0.427547462,0.422898102,0.419411081,0.415149167,0.410499806,0.408175126,0.408175126,0.408756296,0.409918636,0.411468423,0.41243704,0.413211933,0.413986827,0.412824487,0.41011236,0.407400232,0.405269275,0.402557148,0.398682681,0.394227044,0.389771406,0.385703216,0.383378535,0.383765982,0.385896939,0.387059279,0.387446726,0.386865556,0.384928322,0.382797365,0.379504068,0.375048431,0.37039907,0.364781093,0.359744285,0.356257265
TIMESTAMP,16/12/2017 12:00,16/12/2017 12:10,16/12/2017 12:20,16/12/2017 12:30,16/12/2017 12:40,16/12/2017 12:50,16/12/2017 13:00,16/12/2017 13:10,16/12/2017 13:20,16/12/2017 13:30,16/12/2017 13:40,16/12/2017 13:50,16/12/2017 14:00,16/12/2017 14:10,16/12/2017 14:20,16/12/2017 14:30,16/12/2017 14:40,16/12/2017 14:50,16/12/2017 15:00,16/12/2017 15:10,16/12/2017 15:20,16/12/2017 15:30,16/12/2017 15:40,16/12/2017 15:50,16/12/2017 16:00,16/12/2017 16:10,16/12/2017 16:20,16/12/2017 16:30,16/12/2017 16:40,16/12/2017 16:50,16/12/2017 17:00,16/12/2017 17:10,16/12/2017 17:20,16/12/2017 17:30,16/12/2017 17:40,16/12/2017 17:50,16/12/2017 18:00,16/12/2017 18:10,16/12/2017 18:20,16/12/2017 18:30,16/12/2017 18:40,16/12/2017 18:50,16/12/2017 19:00,16/12/2017 19:10,16/12/2017 19:20,16/12/2017 19:30,16/12/2017 19:40,16/12/2017 19:50,16/12/2017 20:00,16/12/2017 20:10,16/12/2017 20:20,16/12/2017 20:30,16/12/2017 20:40,16/12/2017 20:50,16/12/2017 21:00,16/12/2017 21:10,16/12/2017 21:20,16/12/2017 21:30,16/12/2017 21:40,16/12/2017 21:50,16/12/2017 22:00,16/12/2017 22:10,16/12/2017 22:20,16/12/2017 22:30,16/12/2017 22:40,16/12/2017 22:50,16/12/2017 23:00,16/12/2017 23:10,16/12/2017 23:20,16/12/2017 23:30,16/12/2017 23:40,16/12/2017 23:50
wx,0.375907309,0.602038567,0.642422774,0.51074145,0.48024222,-0.705229406,-0.812749627,0.018422119,0.710375674,-0.627238364,0.637501921,-0.681852377,0.797292224,0.144005472,0.841216302,0.138491553,0.525703783,0.427902987,-0.767996491,-0.503348931,-0.511179576,0.807753273,-0.919876555,0.947521229,0.295530007,0.782737233,0.670420026,0.087751574,0.463438209,-0.371935726,0.401127486,-0.428886573,-0.115495045,-0.582639698,-0.521359738,-0.229384301,0.578696345,0.088392855,-0.593589315,-0.746290849,-0.670447068,-0.118627367,-0.191257097,0.505945569,0.751993866,0.648005774,0.764133001,0.742917749,-0.005790614,0.205518734,-0.72710026,-0.823868962,0.382469704,-0.297108988,0.151721442,-0.02343394,0.728245872,0.572204425,-0.375147117,-0.324535688,-0.057857247,-0.231486041,0.140112408,0.078334409,0.103140451,-0.282348927,0.701568811,-0.107167065,-0.747374668,0.219457633,0.131355604,0.553355085
wy,-0.780788966,-0.553951461,0.664502897,-0.578515542,-0.760152687,-0.260983349,0.243187966,-0.57739656,-0.138290949,0.545370065,0.381714808,0.378055997,0.429228465,-0.863250481,-0.134647584,0.802851098,0.671281251,0.723222386,-0.352319069,0.740782932,0.715899993,-0.508299865,-0.540317936,0.624201797,-0.932677827,-0.862267893,-0.791633564,-0.699616481,0.49928479,0.509724752,0.530711292,0.503743849,0.56110311,0.061786451,-0.368369947,0.518285887,-0.440825617,-0.623824855,-0.596015623,-0.379601552,0.167826482,0.618380345,-0.541230663,0.550049822,-0.32588344,0.619998289,-0.51198446,0.314541363,-0.560291107,0.621044801,0.518675487,-0.03152989,0.140008568,0.119546227,0.301433998,0.645422684,-0.266885622,-0.014385624,-0.31352278,0.020222906,-0.291854574,-0.163375471,-0.140395652,0.02963583,-0.195902399,-0.428990806,-0.228988148,-0.780615748,0.135990317,-0.628967183,0.620626883,0.327491725
T_DL_Avg,0.511235955,0.513948082,0.517822549,0.52130957,0.526152654,0.529252228,0.531576908,0.532545525,0.535257652,0.538357226,0.54087563,0.54494382,0.548818287,0.551336691,0.550561798,0.549205734,0.548043394,0.548430841,0.549980628,0.551142968,0.551724138,0.551142968,0.548043394,0.54203797,0.533514142,0.52479659,0.515885316,0.505617978,0.493413406,0.480046494,0.467067028,0.456024797,0.446919799,0.438783417,0.431228206,0.424835335,0.419604804,0.416698954,0.41476172,0.414567997,0.41534289,0.41592406,0.41534289,0.413986827,0.41069353,0.404881829,0.398295234,0.393258427,0.388996513,0.384153429,0.378729175,0.375629601,0.376985664,0.377954281,0.376210771,0.37156141,0.367299496,0.365168539,0.362262689,0.357613328,0.352576521,0.349283224,0.347152267,0.345408756,0.343858969,0.342696629,0.341340566,0.338822162,0.335916312,0.334947695,0.337272375,0.339790779
TIMESTAMP,18/12/2017 12:00,18/12/2017 12:10,18/12/2017 12:20,18/12/2017 12:30,18/12/2017 12:40,18/12/2017 12:50,18/12/2017 13:00,18/12/2017 13:10,18/12/2017 13:20,18/12/2017 13:30,18/12/2017 13:40,18/12/2017 13:50,18/12/2017 14:00,18/12/2017 14:10,18/12/2017 14:20,18/12/2017 14:30,18/12/2017 14:40,18/12/2017 14:50,18/12/2017 15:00,18/12/2017 15:10,18/12/2017 15:20,18/12/2017 15:30,18/12/2017 15:40,18/12/2017 15:50,18/12/2017 16:00,18/12/2017 16:10,18/12/2017 16:20,18/12/2017 16:30,18/12/2017 16:40,18/12/2017 16:50,18/12/2017 17:00,18/12/2017 17:10,18/12/2017 17:20,18/12/2017 17:30,18/12/2017 17:40,18/12/2017 17:50,18/12/2017 18:00,18/12/2017 18:10,18/12/2017 18:20,18/12/2017 18:30,18/12/2017 18:40,18/12/2017 18:50,18/12/2017 19:00,18/12/2017 19:10,18/12/2017 19:20,18/12/2017 19:30,18/12/2017 19:40,18/12/2017 19:50,18/12/2017 20:00,18/12/2017 20:10,18/12/2017 20:20,18/12/2017 20:30,18/12/2017 20:40,18/12/2017 20:50,18/12/2017 21:00,18/12/2017 21:10,18/12/2017 21:20,18/12/2017 21:30,18/12/2017 21:40,18/12/2017 21:50,18/12/2017 22:00,18/12/2017 22:10,18/12/2017 22:20,18/12/2017 22:30,18/12/2017 22:40,18/12/2017 22:50,18/12/2017 23:00,18/12/2017 23:10,18/12/2017 23:20,18/12/2017 23:30,18/12/2017 23:40,18/12/2017 23:50
wx,-0.389126359,0.071932682,0.263872033,0.023727227,-0.388205107,0.676429667,-0.666686451,0.2737199,-0.436522094,-0.016768868,0.390327764,0.610230977,-0.057924474,-0.620410455,0.792472616,0.473210345,-0.665888781,-0.13207518,0.146368984,0.048637646,-0.027613552,0.118069181,-0.490789691,0.099630847,-0.006326114,0.130151374,-0.077943196,0.201555809,-0.346019059,-0.327603697,-0.505365129,-0.385456641,0.299472897,-0.522477299,-0.363760334,0.10335163,-0.185695754,-0.319314798,-0.055786569,0.051279662,-0.271461317,0.228409956,-0.034127092,-0.404184382,-0.658130687,-0.567957276,0.197228935,-0.040731138,0.436031305,0.59032013,0.480197137,0.600972146,-0.379604718,0.322759306,0.328482745,0.081143105,0.039981376,0.121366998,0.461074256,0.652914624,-0.148696549,0.675995903,-0.723449495,-0.740454888,0.740772422,0.733026973,0.736996005,0.686105505,-0.746161423,-0.725473336,-0.702475557,0.535742752
